drug_name,generic_name,opioid_drug_flag,antibiotic_drug_flag,high_risk_flag,antipsychotic_drug_flag
JUNEL FE,NORETHINDRONE-E.ESTRADIOL-IRON,N,N,N,N 
JUNEL FE 24,NORETHINDRONE-E.ESTRADIOL-IRON,N,N,N,N 
JUXTAPID,LOMITAPIDE MESYLATE,N,N,N,N 
K EFFERVESCENT,POTASSIUM BICARBONATE/CIT AC,N,N,N,N 
K-PHOS NEUTRAL,PHOSPHORUS #1,N,N,N,N 
K-PHOS NO.2,"NA PHOS,M-B/K PHOS,MONOB",N,N,N,N 
K-PHOS ORIGINAL,"POTASSIUM PHOSPHATE,MONOBASIC",N,N,N,N 
K-SOL,POTASSIUM CHLORIDE,N,N,N,N 
K-TAB ER,POTASSIUM CHLORIDE,N,N,N,N 
KABIVEN,AA 3.31 %/D9.8W/FAT/ELECT #10,N,N,N,N 
KADCYLA,ADO-TRASTUZUMAB EMTANSINE,N,N,N,N 
KADIAN,MORPHINE SULFATE,Y,N,N,N 
KALBITOR,ECALLANTIDE,N,N,N,N 
KALETRA,LOPINAVIR/RITONAVIR,N,N,N,N 
KALYDECO,IVACAFTOR,N,N,N,N 
KAPVAY,CLONIDINE HCL,N,N,N,N 
KARBINAL ER,CARBINOXAMINE MALEATE,N,N,Y,N 
KARIVA,DESOG-E.ESTRADIOL/E.ESTRADIOL,N,N,N,N 
KAYEXALATE,SODIUM POLYSTYRENE SULFONATE,N,N,N,N 
KAZANO,ALOGLIPTIN BENZ/METFORMIN HCL,N,N,N,N 
KEFLEX,CEPHALEXIN,N,Y,N,N 
KELNOR 1-35,ETHYNODIOL D-ETHINYL ESTRADIOL,N,N,N,N 
KENALOG,TRIAMCINOLONE ACETONIDE,N,N,N,N 
KENALOG-10,TRIAMCINOLONE ACETONIDE,N,N,N,N 
KENALOG-40,TRIAMCINOLONE ACETONIDE,N,N,N,N 
KEPPRA,LEVETIRACETAM,N,N,N,N 
KEPPRA XR,LEVETIRACETAM,N,N,N,N 
KERALYT,SALICYLIC ACID,N,N,N,N 
KERALYT SCALP,SALICYLIC ACID,N,N,N,N 
KERYDIN,TAVABOROLE,N,N,N,N 
KETEK,TELITHROMYCIN,N,Y,N,N 
KETOCONAZOLE,KETOCONAZOLE,N,N,N,N 
KETOPROFEN,KETOPROFEN,N,N,N,N 
KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,N,N,Y,N 
KEVEYIS,DICHLORPHENAMIDE,N,N,N,N 
KEYTRUDA,PEMBROLIZUMAB,N,N,N,N 
KHEDEZLA,DESVENLAFAXINE,N,N,N,N 
KIMIDESS,DESOG-E.ESTRADIOL/E.ESTRADIOL,N,N,N,N 
KINERET,ANAKINRA,N,N,N,N 
KINRIX,"DIPH,PERTUS(ACEL),TET,POLIO/PF",N,N,N,N 
KIONEX,SODIUM POLYSTYRENE SULFONATE,N,N,N,N 
KLARON,SULFACETAMIDE SODIUM,N,N,N,N 
KLONOPIN,CLONAZEPAM,N,N,N,N 
KLOR-CON,POTASSIUM CHLORIDE,N,N,N,N 
KLOR-CON 10,POTASSIUM CHLORIDE,N,N,N,N 
KLOR-CON 8,POTASSIUM CHLORIDE,N,N,N,N 
KLOR-CON M10,POTASSIUM CHLORIDE,N,N,N,N 
KLOR-CON M15,POTASSIUM CHLORIDE,N,N,N,N 
KLOR-CON M20,POTASSIUM CHLORIDE,N,N,N,N 
KLOR-CON SPRINKLE,POTASSIUM CHLORIDE,N,N,N,N 
KLOR-CON-EF,POTASSIUM BICARBONATE/CIT AC,N,N,N,N 
KOMBIGLYZE XR,SAXAGLIPTIN HCL/METFORMIN HCL,N,N,N,N 
KORLYM,MIFEPRISTONE,N,N,N,N 
KRISTALOSE,LACTULOSE,N,N,N,N 
KURVELO,LEVONORGESTREL-ETHIN ESTRADIOL,N,N,N,N 
KUVAN,SAPROPTERIN DIHYDROCHLORIDE,N,N,N,N 
KYNAMRO,MIPOMERSEN SODIUM,N,N,N,N 
L-METHYL-B6-B12,MECOBAL/LEVOMEFOLAT CA/B6 PHOS,N,N,N,N 
L-METHYLFOLATE,LEVOMEFOLATE CALCIUM,N,N,N,N 
L-METHYLFOLATE CALCIUM,LEVOMEFOLATE CALCIUM,N,N,N,N 
LABETALOL HCL,LABETALOL HCL,N,N,N,N 
LAC-HYDRIN,AMMONIUM LACTATE,N,N,N,N 
LACLOTION,AMMONIUM LACTATE,N,N,N,N 
LACRISERT,HYDROXYPROPYL CELLULOSE,N,N,N,N 
LACTATED RINGERS,"RINGERS SOLUTION,LACTATED",N,N,N,N 
LACTULOSE,LACTULOSE,N,N,N,N 
LAMICTAL,LAMOTRIGINE,N,N,N,N 
LAMICTAL (BLUE),LAMOTRIGINE,N,N,N,N 
LAMICTAL (GREEN),LAMOTRIGINE,N,N,N,N 
LAMICTAL (ORANGE),LAMOTRIGINE,N,N,N,N 
LAMICTAL ODT,LAMOTRIGINE,N,N,N,N 
LAMICTAL ODT (ORANGE),LAMOTRIGINE,N,N,N,N 
LAMICTAL XR,LAMOTRIGINE,N,N,N,N 
LAMICTAL XR (ORANGE),LAMOTRIGINE,N,N,N,N 
LAMISIL,TERBINAFINE HCL,N,N,N,N 
LAMIVUDINE,LAMIVUDINE,N,N,N,N 
LAMIVUDINE HBV,LAMIVUDINE,N,N,N,N 
LAMIVUDINE-ZIDOVUDINE,LAMIVUDINE/ZIDOVUDINE,N,N,N,N 
LAMOTRIGINE,LAMOTRIGINE,N,N,N,N 
LAMOTRIGINE ER,LAMOTRIGINE,N,N,N,N 
LAMOTRIGINE ODT,LAMOTRIGINE,N,N,N,N 
LANOXIN,DIGOXIN,N,N,Y,N 
LANSOPRAZOL-AMOXICIL-CLARITHRO,LANSOPRAZOLE/AMOXICILN/CLARITH,N,N,N,N 
LANSOPRAZOLE,LANSOPRAZOLE,N,N,N,N 
LANTUS,"INSULIN GLARGINE,HUM.REC.ANLOG",N,N,N,N 
LANTUS SOLOSTAR,"INSULIN GLARGINE,HUM.REC.ANLOG",N,N,N,N 
LARIN,NORETHINDRONE AC-ETH ESTRADIOL,N,N,N,N 
LARIN FE,NORETHINDRONE-E.ESTRADIOL-IRON,N,N,N,N 
LASIX,FUROSEMIDE,N,N,N,N 
LASTACAFT,ALCAFTADINE,N,N,N,N 
LATANOPROST,LATANOPROST,N,N,N,N 
LATISSE,BIMATOPROST,N,N,N,N 
LATUDA,LURASIDONE HCL,N,N,N,Y 
LAYOLIS FE,NORETH-ETHINYL ESTRADIOL/IRON,N,N,N,N 
LAZANDA,FENTANYL CITRATE,Y,N,N,N 
LEENA,NORETHINDRONE-ETHINYL ESTRAD,N,N,N,N 
LEFLUNOMIDE,LEFLUNOMIDE,N,N,N,N 
LEMTRADA,ALEMTUZUMAB,N,N,N,N 
LENVIMA,LENVATINIB MESYLATE,N,N,N,N 
LESCOL,FLUVASTATIN SODIUM,N,N,N,N 
LESCOL XL,FLUVASTATIN SODIUM,N,N,N,N 
LESSINA,LEVONORGESTREL-ETHIN ESTRADIOL,N,N,N,N 
LETAIRIS,AMBRISENTAN,N,N,N,N 
LETROZOLE,LETROZOLE,N,N,N,N 
LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,N,N,N,N 
LEUKERAN,CHLORAMBUCIL,N,N,N,N 
LEUKINE,SARGRAMOSTIM,N,N,N,N 
LEUPROLIDE ACETATE,LEUPROLIDE ACETATE,N,N,N,N 
LEVALBUTEROL CONCENTRATE,LEVALBUTEROL HCL,N,N,N,N 
LEVALBUTEROL HCL,LEVALBUTEROL HCL,N,N,N,N 
LEVAQUIN,LEVOFLOXACIN,N,Y,N,N 
LEVAQUIN,LEVOFLOXACIN/D5W,N,Y,N,N 
LEVEMIR,INSULIN DETEMIR,N,N,N,N 
LEVEMIR FLEXPEN,INSULIN DETEMIR,N,N,N,N 
LEVEMIR FLEXTOUCH,INSULIN DETEMIR,N,N,N,N 
LEVETIRACETAM,LEVETIRACETAM,N,N,N,N 
LEVETIRACETAM ER,LEVETIRACETAM,N,N,N,N 
LEVETIRACETAM-NACL,LEVETIRACETAM IN NACL (ISO-OS),N,N,N,N 
LEVITRA,VARDENAFIL HCL,N,N,N,N 
LEVOBUNOLOL HCL,LEVOBUNOLOL HCL,N,N,N,N 
LEVOCARNITINE,LEVOCARNITINE,N,N,N,N 
LEVOCARNITINE,LEVOCARNITINE (WITH SUGAR),N,N,N,N 
LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,N,N,N,N 
LEVOFLOXACIN,LEVOFLOXACIN,N,Y,N,N 
LEVOFLOXACIN-D5W,LEVOFLOXACIN/D5W,N,Y,N,N 
LEVONEST,LEVONORGESTREL-ETHIN ESTRADIOL,N,N,N,N 
LEVONORG-ETH ESTRAD ETH ESTRAD,L-NORGEST/E.ESTRADION-E.ESTRAD,N,N,N,N 
LEVONORGESTREL,LEVONORGESTREL,N,N,N,N 
LEVONORGESTREL-ETH ESTRADIOL,LEVONORGESTREL-ETHIN ESTRADIOL,N,N,N,N 
LEVORA-28,LEVONORGESTREL-ETHIN ESTRADIOL,N,N,N,N 
LEVORPHANOL TARTRATE,LEVORPHANOL TARTRATE,Y,N,N,N 
LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,N,N,N,N 
LEVOXYL,LEVOTHYROXINE SODIUM,N,N,N,N 
LEVSIN,HYOSCYAMINE SULFATE,N,N,N,N 
LEVSIN-SL,HYOSCYAMINE SULFATE,N,N,N,N 
LEVULAN,AMINOLEVULINIC ACID HCL,N,N,N,N 
LEXAPRO,ESCITALOPRAM OXALATE,N,N,N,N 
LEXIVA,FOSAMPRENAVIR CALCIUM,N,N,N,N 
LIALDA,MESALAMINE,N,N,N,N 
LIDOCAINE,LIDOCAINE,N,N,N,N 
LIDOCAINE HCL,LIDOCAINE HCL,N,N,N,N 
LIDOCAINE HCL,LIDOCAINE HCL/PF,N,N,N,N 
LIDOCAINE HCL VISCOUS,LIDOCAINE HCL,N,N,N,N 
LIDOCAINE HCL-EPINEPHRINE,LIDOCAINE HCL/EPINEPHRINE,N,N,N,N 
LIDOCAINE-HYDROCORTISONE,HYDROCORTISONE/LIDOCAINE/ALOE,N,N,N,N 
LIDOCAINE-HYDROCORTISONE,LIDOCAINE/HYDROCORTISONE AC,N,N,N,N 
LIDOCAINE-PRILOCAINE,LIDOCAINE/PRILOCAINE,N,N,N,N 
LIDODERM,LIDOCAINE,N,N,N,N 
LIDORX,LIDOCAINE HCL,N,N,N,N 
LINCOCIN,LINCOMYCIN HCL,N,Y,N,N 
LINDANE,LINDANE,N,N,N,N 
LINEZOLID,LINEZOLID,N,Y,N,N 
LINEZOLID-0.9% NACL,LINEZOLID-0.9% SODIUM CHLORIDE,N,Y,N,N 
LINZESS,LINACLOTIDE,N,N,N,N 
LIORESAL INTRATHECAL,BACLOFEN,N,N,N,N 
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,N,N,N,N 
LIPITOR,ATORVASTATIN CALCIUM,N,N,N,N 
LIPOFEN,FENOFIBRATE,N,N,N,N 
LISINOPRIL,LISINOPRIL,N,N,N,N 
LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,N,N,N,N 
LITE TOUCH,"PEN NEEDLE, DIABETIC",N,N,N,N 
LITE TOUCH,"SYRING W-NDL,DISP,INSUL,0.3 ML",N,N,N,N 
LITE TOUCH,"SYRING W-NDL,DISP,INSUL,0.5 ML",N,N,N,N 
LITE TOUCH,"SYRINGE AND NEEDLE,INSULIN,1ML",N,N,N,N 
LITHIUM,LITHIUM CITRATE,N,N,N,N 
LITHIUM CARBONATE,LITHIUM CARBONATE,N,N,N,N 
LITHIUM CARBONATE ER,LITHIUM CARBONATE,N,N,N,N 
LITHOBID,LITHIUM CARBONATE,N,N,N,N 
LITHOSTAT,ACETOHYDROXAMIC ACID,N,N,N,N 
LIVALO,PITAVASTATIN CALCIUM,N,N,N,N 
LIVIXIL PAK,LIDOCAINE/PRILOCAINE,N,N,N,N 
LO LOESTRIN FE,NORETHINDRONE-E.ESTRADIOL-IRON,N,N,N,N 
LOCOID,HYDROCORTISONE BUTYRATE,N,N,N,N 
LOCOID LIPOCREAM,HYDROCORTISONE BUTYRATE/EMOLL,N,N,N,N 
LODOSYN,CARBIDOPA,N,N,N,N 
LOESTRIN,NORETHINDRONE AC-ETH ESTRADIOL,N,N,N,N 
LOESTRIN 24 FE,NORETHINDRONE-E.ESTRADIOL-IRON,N,N,N,N 
LOESTRIN FE,NORETHINDRONE-E.ESTRADIOL-IRON,N,N,N,N 
LOFIBRA,FENOFIBRATE,N,N,N,N 
LOFIBRA,"FENOFIBRATE,MICRONIZED",N,N,N,N 
LOMEDIA 24 FE,NORETHINDRONE-E.ESTRADIOL-IRON,N,N,N,N 
LOMOTIL,DIPHENOXYLATE HCL/ATROPINE,N,N,N,N 
LOMUSTINE,LOMUSTINE,N,N,N,N 
LONSURF,TRIFLURIDINE/TIPIRACIL HCL,N,N,N,N 
LOPERAMIDE,LOPERAMIDE HCL,N,N,N,N 
LOPID,GEMFIBROZIL,N,N,N,N 
LOPREEZA,ESTRADIOL/NORETHINDRONE ACET,N,N,Y,N 
LOPRESSOR,METOPROLOL TARTRATE,N,N,N,N 
LOPROX,CICLOPIROX,N,N,N,N 
LORAZEPAM,LORAZEPAM,N,N,N,N 
LORAZEPAM INTENSOL,LORAZEPAM,N,N,N,N 
LORTAB,HYDROCODONE/ACETAMINOPHEN,Y,N,N,N 
LORYNA,ETHINYL ESTRADIOL/DROSPIRENONE,N,N,N,N 
LORZONE,CHLORZOXAZONE,N,N,Y,N 
LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,N,N,N,N 
LOSARTAN-HYDROCHLOROTHIAZIDE,LOSARTAN/HYDROCHLOROTHIAZIDE,N,N,N,N 
LOSEASONIQUE,L-NORGEST/E.ESTRADION-E.ESTRAD,N,N,N,N 
LOTEMAX,LOTEPREDNOL ETABONATE,N,N,N,N 
LOTENSIN,BENAZEPRIL HCL,N,N,N,N 
LOTENSIN HCT,BENAZEPRIL/HYDROCHLOROTHIAZIDE,N,N,N,N 
LOTREL,AMLODIPINE BESYLATE/BENAZEPRIL,N,N,N,N 
LOTRISONE,CLOTRIMAZOLE/BETAMETHASONE DIP,N,N,N,N 
LOTRONEX,ALOSETRON HCL,N,N,N,N 
LOVASTATIN,LOVASTATIN,N,N,N,N 
LOVAZA,OMEGA-3 ACID ETHYL ESTERS,N,N,N,N 
LOVENOX,ENOXAPARIN SODIUM,N,N,N,N 
LOW-OGESTREL,NORGESTREL-ETHINYL ESTRADIOL,N,N,N,N 
LOXAPINE,LOXAPINE SUCCINATE,N,N,N,Y 
LUCENTIS,RANIBIZUMAB,N,N,N,N 
LUDENT FLUORIDE,SODIUM FLUORIDE,N,N,N,N 
LUER-LOK SYRINGE,"SYRINGE W-O NEEDL,INSULIN,1 ML",N,N,N,N 
LUFYLLIN,DYPHYLLINE,N,N,N,N 
LUMIGAN,BIMATOPROST,N,N,N,N 
LUMIZYME,ALGLUCOSIDASE ALFA,N,N,N,N 
LUNESTA,ESZOPICLONE,N,N,Y,N 
LUPANETA PACK,LEUPROLIDE/NORETHINDRONE ACET,N,N,N,N 
LUPRON DEPOT,LEUPROLIDE ACETATE,N,N,N,N 
LUPRON DEPOT-PED,LEUPROLIDE ACETATE,N,N,N,N 
LUTERA,LEVONORGESTREL-ETHIN ESTRADIOL,N,N,N,N 
LUVOX CR,FLUVOXAMINE MALEATE,N,N,N,N 
LUXIQ,BETAMETHASONE VALERATE,N,N,N,N 
LUZU,LULICONAZOLE,N,N,N,N 
LYNPARZA,OLAPARIB,N,N,N,N 
LYRICA,PREGABALIN,N,N,N,N 
LYSODREN,MITOTANE,N,N,N,N 
LYSTEDA,TRANEXAMIC ACID,N,N,N,N 
M-M-R II VACCINE,"MEASLES,MUMPS&RUBELLA VACC/PF",N,N,N,N 
MACROBID,NITROFURANTOIN MONOHYD/M-CRYST,N,Y,Y,N 
MACRODANTIN,NITROFURANTOIN MACROCRYSTAL,N,Y,Y,N 
MAGELLAN INSULIN SAFETY SYRNG,"SYRINGE,NEEDLE,INSULN,SAFE,1ML",N,N,N,N 
MAGELLAN INSULIN SAFETY SYRNG,"SYRINGE,NEEDLE,INSULN,SF 0.5ML",N,N,N,N 
MAGELLAN INSULIN SYRINGE,"SYRINGE,NEEDLE,INSULN,SF 0.5ML",N,N,N,N 
MAGNEBIND 400 RX,CALCIUM CARBONATE/MAG CARB/FA,N,N,N,N 
MAGNESIUM CHLORIDE,MAGNESIUM CHLORIDE,N,N,N,N 
MAGNESIUM SULFATE,MAGNESIUM SULFATE,N,N,N,N 
MAGNESIUM SULFATE,MAGNESIUM SULFATE IN WATER,N,N,N,N 
MAGNESIUM SULFATE-D5W,MAGNESIUM SULFATE/D5W,N,N,N,N 
MAKENA,HYDROXYPROGESTERONE CAPROATE,N,N,N,N 
MALARONE,ATOVAQUONE/PROGUANIL HCL,N,N,N,N 
MALATHION,MALATHION,N,N,N,N 
MANNITOL,MANNITOL,N,N,N,N 
MAPROTILINE HCL,MAPROTILINE HCL,N,N,N,N 
MARCAINE,BUPIVACAINE HCL,N,N,N,N 
MARCAINE,BUPIVACAINE HCL/PF,N,N,N,N 
MARGESIC,BUTALB/ACETAMINOPHEN/CAFFEINE,N,N,Y,N 
MARINOL,DRONABINOL,N,N,N,N 
MARLISSA,LEVONORGESTREL-ETHIN ESTRADIOL,N,N,N,N 
MARPLAN,ISOCARBOXAZID,N,N,N,N 
MATULANE,PROCARBAZINE HCL,N,N,N,N 
MATZIM LA,DILTIAZEM HCL,N,N,N,N 
MAVIK,TRANDOLAPRIL,N,N,N,N 
MAXALT,RIZATRIPTAN BENZOATE,N,N,N,N 
MAXALT MLT,RIZATRIPTAN BENZOATE,N,N,N,N 
MAXI-COMFORT,"SYRING W-NDL,DISP,INSUL,0.5 ML",N,N,N,N 
MAXI-COMFORT,"SYRINGE AND NEEDLE,INSULIN,1ML",N,N,N,N 
MAXIDEX,DEXAMETHASONE,N,N,N,N 
MAXIPIME,CEFEPIME HCL,N,Y,N,N 
MAXITROL,NEO/POLYMYX B SULF/DEXAMETH,N,N,N,N 
MAXZIDE,TRIAMTERENE/HYDROCHLOROTHIAZID,N,N,N,N 
MAXZIDE-25 MG,TRIAMTERENE/HYDROCHLOROTHIAZID,N,N,N,N 
MECLIZINE HCL,MECLIZINE HCL,N,N,N,N 
MECLOFENAMATE SODIUM,MECLOFENAMATE SODIUM,N,N,N,N 
MEDROL,METHYLPREDNISOLONE,N,N,N,N 
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,N,N,N,N 
MEFENAMIC ACID,MEFENAMIC ACID,N,N,N,N 
MEFLOQUINE HCL,MEFLOQUINE HCL,N,N,N,N 
MEGACE,MEGESTROL ACETATE,N,N,Y,N 
MEGACE ES,MEGESTROL ACETATE,N,N,Y,N 
MEGESTROL ACETATE,MEGESTROL ACETATE,N,N,Y,N 
MEKINIST,TRAMETINIB DIMETHYL SULFOXIDE,N,N,N,N 
MELOXICAM,MELOXICAM,N,N,N,N 
MEMANTINE HCL,MEMANTINE HCL,N,N,N,N 
MENACTRA,"MENING VAC A,C,Y,W-135 DIP/PF",N,N,N,N 
MENEST,"ESTROGENS,ESTERIFIED",N,N,Y,N 
MENOMUNE-A-C-Y-W-135,"MENINGOCOC VAC A,C,Y,W-135/PF",N,N,N,N 
MENOMUNE-A-C-Y-W-135,"MENINGOCOCCAL VAC A,C,Y,W-135",N,N,N,N 
MENOSTAR,ESTRADIOL,N,N,Y,N 
MENTAX,BUTENAFINE HCL,N,N,N,N 
MENVEO A-C-Y-W-135-DIP,"MENING VAC A,C,Y,W-135 DIP/PF",N,N,N,N 
MEPERIDINE HCL,MEPERIDINE HCL,Y,N,Y,N 
MEPERIDINE HCL,MEPERIDINE HCL/PF,Y,N,Y,N 
MEPHYTON,PHYTONADIONE,N,N,N,N 
MEPROBAMATE,MEPROBAMATE,N,N,Y,N 
MEPRON,ATOVAQUONE,N,N,N,N 
MERCAPTOPURINE,MERCAPTOPURINE,N,N,N,N 
MEROPENEM,MEROPENEM,N,Y,N,N 
MEROPENEM-0.9% NACL,MEROPENEM-0.9% SODIUM CHLORIDE,N,Y,N,N 
MERREM,MEROPENEM,N,Y,N,N 
MESALAMINE,MESALAMINE,N,N,N,N 
MESALAMINE,MESALAMINE W/CLEANSING WIPES,N,N,N,N 
MESNA,MESNA,N,N,N,N 
MESNEX,MESNA,N,N,N,N 
MESTINON,PYRIDOSTIGMINE BROMIDE,N,N,N,N 
METADATE CD,METHYLPHENIDATE HCL,N,N,N,N 
METADATE ER,METHYLPHENIDATE HCL,N,N,N,N 
METAPROTERENOL SULFATE,METAPROTERENOL SULFATE,N,N,N,N 
METAXALONE,METAXALONE,N,N,Y,N 
METFORMIN HCL,METFORMIN HCL,N,N,N,N 
METFORMIN HCL ER,METFORMIN HCL,N,N,N,N 
METHADONE HCL,METHADONE HCL,Y,N,N,N 
METHADONE INTENSOL,METHADONE HCL,Y,N,N,N 
METHADOSE,METHADONE HCL,Y,N,N,N 
METHAMPHETAMINE HCL,METHAMPHETAMINE HCL,N,N,N,N 
METHAZOLAMIDE,METHAZOLAMIDE,N,N,N,N 
METHENAMINE HIPPURATE,METHENAMINE HIPPURATE,N,N,N,N 
METHENAMINE MANDELATE,METHENAMINE MANDELATE,N,N,N,N 
METHIMAZOLE,METHIMAZOLE,N,N,N,N 
METHITEST,METHYLTESTOSTERONE,N,N,N,N 
METHOCARBAMOL,METHOCARBAMOL,N,N,Y,N 
METHOTREXATE,METHOTREXATE SODIUM,N,N,N,N 
METHOTREXATE,METHOTREXATE SODIUM/PF,N,N,N,N 
METHOTREXATE SODIUM,METHOTREXATE SODIUM/PF,N,N,N,N 
METHOXSALEN,"METHOXSALEN, RAPID",N,N,N,N 
METHSCOPOLAMINE BROMIDE,METHSCOPOLAMINE BROMIDE,N,N,N,N 
METHYCLOTHIAZIDE,METHYCLOTHIAZIDE,N,N,N,N 
METHYLDOPA,METHYLDOPA,N,N,Y,N 
METHYLDOPA-HYDROCHLOROTHIAZIDE,METHYLDOPA/HYDROCHLOROTHIAZIDE,N,N,Y,N 
METHYLERGONOVINE MALEATE,METHYLERGONOVINE MALEATE,N,N,N,N 
METHYLIN,METHYLPHENIDATE HCL,N,N,N,N 
METHYLPHENIDATE ER,METHYLPHENIDATE HCL,N,N,N,N 
METHYLPHENIDATE HCL,METHYLPHENIDATE HCL,N,N,N,N 
METHYLPHENIDATE HCL CD,METHYLPHENIDATE HCL,N,N,N,N 
METHYLPHENIDATE LA,METHYLPHENIDATE HCL,N,N,N,N 
METHYLPHENIDATE SR,METHYLPHENIDATE HCL,N,N,N,N 
METHYLPREDNISOLONE,METHYLPREDNISOLONE,N,N,N,N 
METHYLPREDNISOLONE ACETATE,METHYLPREDNISOLONE ACETATE,N,N,N,N 
METHYLPREDNISOLONE SOD SUCC,METHYLPREDNISOLONE SOD SUCC,N,N,N,N 
METHYLTESTOSTERONE,METHYLTESTOSTERONE,N,N,N,N 
METIPRANOLOL,METIPRANOLOL,N,N,N,N 
METOCLOPRAMIDE HCL,METOCLOPRAMIDE HCL,N,N,N,N 
METOCLOPRAMIDE HCL ODT,METOCLOPRAMIDE HCL,N,N,N,N 
METOLAZONE,METOLAZONE,N,N,N,N 
METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,N,N,N,N 
METOPROLOL TARTRATE,METOPROLOL TARTRATE,N,N,N,N 
METOPROLOL-HYDROCHLOROTHIAZIDE,METOPROLOL/HYDROCHLOROTHIAZIDE,N,N,N,N 
METOZOLV ODT,METOCLOPRAMIDE HCL,N,N,N,N 
METRO IV,METRONIDAZOLE/SODIUM CHLORIDE,N,Y,N,N 
METROCREAM,METRONIDAZOLE,N,N,N,N 
METROGEL,METRONIDAZOLE,N,N,N,N 
METROGEL-VAGINAL,METRONIDAZOLE,N,N,N,N 
METROLOTION,METRONIDAZOLE,N,N,N,N 
METRONIDAZOLE,METRONIDAZOLE,N,Y,N,N 
METRONIDAZOLE,METRONIDAZOLE/SODIUM CHLORIDE,N,Y,N,N 
MEXILETINE HCL,MEXILETINE HCL,N,N,N,N 
MIACALCIN,"CALCITONIN,SALMON,SYNTHETIC",N,N,N,N 
MICARDIS,TELMISARTAN,N,N,N,N 
MICARDIS HCT,TELMISARTAN/HYDROCHLOROTHIAZID,N,N,N,N 
MICONAZOLE 3,MICONAZOLE NITRATE,N,N,N,N 
MICRO-K,POTASSIUM CHLORIDE,N,N,N,N 
MICROGESTIN,NORETHINDRONE AC-ETH ESTRADIOL,N,N,N,N 
MICROGESTIN FE,NORETHINDRONE-E.ESTRADIOL-IRON,N,N,N,N 
MICROZIDE,HYDROCHLOROTHIAZIDE,N,N,N,N 
MIDAZOLAM HCL,MIDAZOLAM HCL,N,N,N,N 
MIDAZOLAM HCL,MIDAZOLAM HCL/PF,N,N,N,N 
MIDODRINE HCL,MIDODRINE HCL,N,N,N,N 
MIGERGOT,ERGOTAMINE TARTRATE/CAFFEINE,N,N,N,N 
MIGRANAL,DIHYDROERGOTAMINE MESYLATE,N,N,N,N 
MILLIPRED,PREDNISOLONE,N,N,N,N 
MILLIPRED DP,PREDNISOLONE,N,N,N,N 
MILRINONE IN 5% DEXTROSE,MILRINONE LACTATE/D5W,N,N,N,N 
MILRINONE LACTATE,MILRINONE LACTATE,N,N,N,N 
MIMVEY,ESTRADIOL/NORETHINDRONE ACET,N,N,Y,N 
MIMVEY LO,ESTRADIOL/NORETHINDRONE ACET,N,N,Y,N 
MINASTRIN 24 FE,NORETHINDRONE-E.ESTRADIOL-IRON,N,N,N,N 
MINI ULTRA-THIN II,"PEN NEEDLE, DIABETIC",N,N,N,N 
MINIPRESS,PRAZOSIN HCL,N,N,N,N 
MINITRAN,NITROGLYCERIN,N,N,N,N 
MINIVELLE,ESTRADIOL,N,N,Y,N 
MINOCIN,MINOCYCLINE HCL,N,Y,N,N 
MINOCYCLINE HCL,MINOCYCLINE HCL,N,Y,N,N 
MINOCYCLINE HCL ER,MINOCYCLINE HCL,N,Y,N,N 
MINOXIDIL,MINOXIDIL,N,N,N,N 
MIRAPEX,PRAMIPEXOLE DI-HCL,N,N,N,N 
MIRAPEX ER,PRAMIPEXOLE DI-HCL,N,N,N,N 
MIRCETTE,DESOG-E.ESTRADIOL/E.ESTRADIOL,N,N,N,N 
MIRENA,LEVONORGESTREL,N,N,N,N 
MIRTAZAPINE,MIRTAZAPINE,N,N,N,N 
MIRVASO,BRIMONIDINE TARTRATE,N,N,N,N 
MISOPROSTOL,MISOPROSTOL,N,N,N,N 
MITOMYCIN,MITOMYCIN,N,N,N,N 
MITOXANTRONE HCL,MITOXANTRONE HCL,N,N,N,N 
MOBIC,MELOXICAM,N,N,N,N 
MODAFINIL,MODAFINIL,N,N,N,N 
MODERIBA,RIBAVIRIN,N,N,N,N 
MOEXIPRIL HCL,MOEXIPRIL HCL,N,N,N,N 
MOEXIPRIL-HYDROCHLOROTHIAZIDE,MOEXIPRIL/HYDROCHLOROTHIAZIDE,N,N,N,N 
MOMETASONE FUROATE,MOMETASONE FUROATE,N,N,N,N 
MONO-LINYAH,NORGESTIMATE-ETHINYL ESTRADIOL,N,N,N,N 
MONOJECT,"SYRING W-NDL,DISP,INSUL,0.5 ML",N,N,N,N 
MONOJECT INSULIN SAFETY SYRNG,"SYRINGE W-NDL, DISP., INSULIN",N,N,N,N 
MONOJECT INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.3 ML",N,N,N,N 
